run_dir,repo,run_id,file_count,text_file_count,total_size,avg_file_size,kw_total,kw_count_137,kw_count_killed,kw_count_oom,kw_count_out of memory,kw_count_memory limit,kw_count_no memory
facebook_react_19963298307,facebook_react,19963298307,458,458,14700453,32097.058951965064,1147,1147,0,0,0,0,0
facebook_react_19967042726,facebook_react,19967042726,2,2,535522,267761.0,37,37,0,0,0,0,0
facebook_react_19967850523,facebook_react,19967850523,22,22,899558,40889.0,32,32,0,0,0,0,0
facebook_react_19972644050,facebook_react,19972644050,22,22,909082,41321.90909090909,31,31,0,0,0,0,0
facebook_react_19975926780,facebook_react,19975926780,336,336,3805004,11324.416666666666,1254,1254,0,0,0,0,0
facebook_react_19976032277,facebook_react,19976032277,336,336,3649431,10861.401785714286,248,248,0,0,0,0,0
facebook_react_19976163388,facebook_react,19976163388,336,336,3687951,10976.044642857143,270,270,0,0,0,0,0
facebook_react_19976596267,facebook_react,19976596267,458,458,14568143,31808.17248908297,1019,1019,0,0,0,0,0
facebook_react_19976712120,facebook_react,19976712120,8,8,147094,18386.75,7,7,0,0,0,0,0
facebook_react_19997125872,facebook_react,19997125872,22,22,897002,40772.818181818184,46,46,0,0,0,0,0
facebook_react_20003701769,facebook_react,20003701769,8,8,145717,18214.625,8,8,0,0,0,0,0
facebook_react_20003757709,facebook_react,20003757709,456,456,15080497,33071.26535087719,1207,1207,0,0,0,0,0
facebook_react_20005284681,facebook_react,20005284681,2,2,267506,133753.0,24,24,0,0,0,0,0
facebook_react_20033627755,facebook_react,20033627755,22,22,878018,39909.90909090909,38,38,0,0,0,0,0
facebook_react_20042843420,facebook_react,20042843420,458,458,297945138,650535.2358078603,7697,7697,0,0,0,0,0
facebook_react_20042844092,facebook_react,20042844092,458,458,298456826,651652.4585152839,7566,7566,0,0,0,0,0
facebook_react_20042844755,facebook_react,20042844755,458,458,298566025,651890.884279476,7665,7665,0,0,0,0,0
facebook_react_20042845475,facebook_react,20042845475,8,8,190573,23821.625,12,12,0,0,0,0,0
facebook_react_20042845554,facebook_react,20042845554,458,458,298586381,651935.3296943231,7528,7528,0,0,0,0,0
facebook_react_20042847095,facebook_react,20042847095,336,336,8354847,24865.616071428572,458,458,0,0,0,0,0
facebook_react_20042847163,facebook_react,20042847163,8,8,190642,23830.25,5,5,0,0,0,0,0
facebook_react_20042860334,facebook_react,20042860334,8,8,191085,23885.625,11,11,0,0,0,0,0
facebook_react_20042860337,facebook_react,20042860337,458,458,298618989,652006.5262008733,7483,7483,0,0,0,0,0
facebook_react_20045472524,facebook_react,20045472524,458,458,1085098578,2369210.868995633,24511,24511,0,0,0,0,0
facebook_react_20045695736,facebook_react,20045695736,458,458,1085119923,2369257.4737991267,24693,24693,0,0,0,0,0
facebook_react_20046259295,facebook_react,20046259295,458,458,15619463,34103.63100436681,1145,1145,0,0,0,0,0
facebook_react_20046566463,facebook_react,20046566463,8,8,144988,18123.5,6,6,0,0,0,0,0
facebook_react_20046566481,facebook_react,20046566481,458,458,1085738059,2370607.115720524,24317,24317,0,0,0,0,0
facebook_react_20046566857,facebook_react,20046566857,8,8,146431,18303.875,9,9,0,0,0,0,0
facebook_react_20046566878,facebook_react,20046566878,458,458,15872605,34656.342794759825,1241,1241,0,0,0,0,0
facebook_react_20047175807,facebook_react,20047175807,8,8,189634,23704.25,8,8,0,0,0,0,0
facebook_react_20047175815,facebook_react,20047175815,458,458,14859726,32444.816593886462,1011,1011,0,0,0,0,0
facebook_react_20047361687,facebook_react,20047361687,458,458,14745219,32194.80131004367,985,985,0,0,0,0,0
facebook_react_20063797650,facebook_react,20063797650,8,8,192906,24113.25,9,9,0,0,0,0,0
facebook_react_20063955391,facebook_react,20063955391,458,458,14596142,31869.305676855896,1278,1277,0,1,0,0,0
facebook_react_20130005193,facebook_react,20130005193,8,8,146682,18335.25,5,5,0,0,0,0,0
facebook_react_20130005205,facebook_react,20130005205,8,8,22467863,2808482.875,485,485,0,0,0,0,0
facebook_react_20132205213,facebook_react,20132205213,8,8,145606,18200.75,16,16,0,0,0,0,0
facebook_react_20132376242,facebook_react,20132376242,458,458,14621031,31923.64847161572,1423,1423,0,0,0,0,0
facebook_react_20134574667,facebook_react,20134574667,8,8,147092,18386.5,6,6,0,0,0,0,0
facebook_react_20180399389,facebook_react,20180399389,458,458,14481350,31618.66812227074,1132,1132,0,0,0,0,0
facebook_react_20227512960,facebook_react,20227512960,458,458,14465690,31584.475982532753,1176,1176,0,0,0,0,0
facebook_react_20227512974,facebook_react,20227512974,8,8,148098,18512.25,8,8,0,0,0,0,0
facebook_react_20247807627,facebook_react,20247807627,22,22,570322,25923.727272727272,31,31,0,0,0,0,0
facebook_react_20247807701,facebook_react,20247807701,458,458,14501024,31661.62445414847,1152,1152,0,0,0,0,0
facebook_react_20248968121,facebook_react,20248968121,22,22,3201775,145535.22727272726,193,193,0,0,0,0,0
facebook_react_20248968130,facebook_react,20248968130,458,458,14507201,31675.11135371179,1263,1263,0,0,0,0,0
facebook_react_20249516879,facebook_react,20249516879,458,458,14513234,31688.28384279476,1329,1329,0,0,0,0,0
facebook_react_20249516988,facebook_react,20249516988,22,22,894253,40647.86363636364,34,34,0,0,0,0,0
facebook_react_20250780589,facebook_react,20250780589,2,2,250338,125169.0,40,40,0,0,0,0,0
facebook_react_20275424926,facebook_react,20275424926,336,336,4619754,13749.267857142857,299,299,0,0,0,0,0
facebook_react_20276218922,facebook_react,20276218922,2,2,65098,32549.0,5,5,0,0,0,0,0
facebook_react_20276219022,facebook_react,20276219022,2,2,59413,29706.5,7,7,0,0,0,0,0
facebook_react_20313085683,facebook_react,20313085683,458,458,14710498,32118.991266375546,1065,1065,0,0,0,0,0
golang_go_19519462029,golang_go,19519462029,2,2,41078,20539.0,9,9,0,0,0,0,0
golang_go_19519772892,golang_go,19519772892,2,2,41352,20676.0,7,7,0,0,0,0,0
golang_go_19553724285,golang_go,19553724285,2,2,41275,20637.5,7,7,0,0,0,0,0
golang_go_19649193971,golang_go,19649193971,2,2,41109,20554.5,11,11,0,0,0,0,0
golang_go_19655035480,golang_go,19655035480,2,2,41343,20671.5,5,5,0,0,0,0,0
golang_go_20114315288,golang_go,20114315288,2,2,55595,27797.5,5,5,0,0,0,0,0
huggingface_transformers_20127529114,huggingface_transformers,20127529114,2,2,29077,14538.5,1,1,0,0,0,0,0
huggingface_transformers_20129101162,huggingface_transformers,20129101162,2,2,29213,14606.5,1,1,0,0,0,0,0
huggingface_transformers_20129811429,huggingface_transformers,20129811429,2,2,239201,119600.5,18,16,0,2,0,0,0
huggingface_transformers_20129903965,huggingface_transformers,20129903965,112,112,52112121,465286.79464285716,2754,2617,0,118,19,0,0
huggingface_transformers_20130084325,huggingface_transformers,20130084325,16,16,649081,40567.5625,47,47,0,0,0,0,0
huggingface_transformers_20130118128,huggingface_transformers,20130118128,112,112,42208031,376857.41964285716,2740,2606,0,122,12,0,0
huggingface_transformers_20130163695,huggingface_transformers,20130163695,2,2,29148,14574.0,3,3,0,0,0,0,0
huggingface_transformers_20130177344,huggingface_transformers,20130177344,30,30,1079985,35999.5,91,67,4,20,0,0,0
huggingface_transformers_20130673162,huggingface_transformers,20130673162,2,2,29259,14629.5,2,2,0,0,0,0,0
huggingface_transformers_20130828645,huggingface_transformers,20130828645,2,2,48838,24419.0,3,3,0,0,0,0,0
huggingface_transformers_20131172759,huggingface_transformers,20131172759,62,62,20756155,334776.6935483871,1151,1053,4,94,0,0,0
huggingface_transformers_20132392581,huggingface_transformers,20132392581,2,2,29255,14627.5,1,1,0,0,0,0,0
huggingface_transformers_20132393578,huggingface_transformers,20132393578,2,2,29195,14597.5,0,0,0,0,0,0,0
huggingface_transformers_20132398887,huggingface_transformers,20132398887,2,2,29097,14548.5,5,5,0,0,0,0,0
huggingface_transformers_20132402693,huggingface_transformers,20132402693,2,2,29193,14596.5,1,1,0,0,0,0,0
huggingface_transformers_20132412752,huggingface_transformers,20132412752,10,10,110073,11007.3,5,5,0,0,0,0,0
huggingface_transformers_20132432281,huggingface_transformers,20132432281,2,2,29096,14548.0,2,2,0,0,0,0,0
huggingface_transformers_20132446769,huggingface_transformers,20132446769,2,2,48780,24390.0,2,2,0,0,0,0,0
huggingface_transformers_20132455740,huggingface_transformers,20132455740,30,30,5964290,198809.66666666666,594,568,4,22,0,0,0
huggingface_transformers_20132477678,huggingface_transformers,20132477678,2,2,29168,14584.0,0,0,0,0,0,0,0
huggingface_transformers_20132485086,huggingface_transformers,20132485086,2,2,29096,14548.0,1,1,0,0,0,0,0
huggingface_transformers_20132490204,huggingface_transformers,20132490204,2,2,29240,14620.0,1,1,0,0,0,0,0
huggingface_transformers_20132511404,huggingface_transformers,20132511404,30,30,946659,31555.3,91,67,4,20,0,0,0
huggingface_transformers_20132515934,huggingface_transformers,20132515934,2,2,29267,14633.5,3,3,0,0,0,0,0
huggingface_transformers_20132521452,huggingface_transformers,20132521452,2,2,29267,14633.5,1,1,0,0,0,0,0
huggingface_transformers_20132528890,huggingface_transformers,20132528890,2,2,29267,14633.5,0,0,0,0,0,0,0
huggingface_transformers_20132539365,huggingface_transformers,20132539365,2,2,29267,14633.5,1,1,0,0,0,0,0
huggingface_transformers_20132553223,huggingface_transformers,20132553223,2,2,29193,14596.5,0,0,0,0,0,0,0
huggingface_transformers_20135384637,huggingface_transformers,20135384637,112,112,42293378,377619.4464285714,2174,2040,0,122,12,0,0
huggingface_transformers_20136448873,huggingface_transformers,20136448873,16,16,473355,29584.6875,20,18,0,2,0,0,0
microsoft_vscode_20110456581,microsoft_vscode,20110456581,22,22,10819122,491778.2727272727,645,627,0,18,0,0,0
microsoft_vscode_20111327252,microsoft_vscode,20111327252,22,22,12368027,562183.0454545454,740,721,1,18,0,0,0
microsoft_vscode_20135676810,microsoft_vscode,20135676810,2,2,2788848,1394424.0,184,182,0,2,0,0,0
microsoft_vscode_20135849710,microsoft_vscode,20135849710,2,2,601264,300632.0,28,28,0,0,0,0,0
nodejs_node_20078473045,nodejs_node,20078473045,2,2,11543662,5771831.0,93,85,0,8,0,0,0
nodejs_node_20078473052,nodejs_node,20078473052,2,2,24072,12036.0,1,1,0,0,0,0,0
nodejs_node_20082880413,nodejs_node,20082880413,6,6,33806014,5634335.666666667,939,936,0,3,0,0,0
nodejs_node_20083212892,nodejs_node,20083212892,2,2,14492566,7246283.0,304,301,0,3,0,0,0
nodejs_node_20087134054,nodejs_node,20087134054,2,2,11535504,5767752.0,85,77,0,8,0,0,0
nodejs_node_20098702547,nodejs_node,20098702547,22,22,403190,18326.81818181818,25,25,0,0,0,0,0
nodejs_node_20105311852,nodejs_node,20105311852,2,2,11535441,5767720.5,78,70,0,8,0,0,0
nodejs_node_20105927629,nodejs_node,20105927629,2,2,10687481,5343740.5,51,44,0,7,0,0,0
nodejs_node_20108392869,nodejs_node,20108392869,2,2,11534963,5767481.5,120,112,0,8,0,0,0
nodejs_node_20109176784,nodejs_node,20109176784,22,22,413072,18776.0,32,32,0,0,0,0,0
nodejs_node_20109406509,nodejs_node,20109406509,2,2,11546280,5773140.0,86,78,0,8,0,0,0
nodejs_node_20109406574,nodejs_node,20109406574,10,10,26991966,2699196.6,241,221,0,20,0,0,0
nodejs_node_20114152340,nodejs_node,20114152340,2,2,11542776,5771388.0,70,62,0,8,0,0,0
nodejs_node_20115457616,nodejs_node,20115457616,10,10,26973183,2697318.3,266,246,0,20,0,0,0
nodejs_node_20115457708,nodejs_node,20115457708,2,2,11543777,5771888.5,86,78,0,8,0,0,0
nodejs_node_20116657866,nodejs_node,20116657866,10,10,26977797,2697779.7,222,202,0,20,0,0,0
nodejs_node_20116657880,nodejs_node,20116657880,4,4,49941061,12485265.25,1086,1070,0,16,0,0,0
nodejs_node_20117612151,nodejs_node,20117612151,6,6,31180311,5196718.5,817,814,0,3,0,0,0
nodejs_node_20117942007,nodejs_node,20117942007,2,2,14492194,7246097.0,306,303,0,3,0,0,0
nodejs_node_20132866469,nodejs_node,20132866469,2,2,32474,16237.0,6,6,0,0,0,0,0
nodejs_node_20134645306,nodejs_node,20134645306,10,10,26979197,2697919.7,260,240,0,20,0,0,0
nodejs_node_20134645311,nodejs_node,20134645311,2,2,11535454,5767727.0,113,105,0,8,0,0,0
nodejs_node_20231170155,nodejs_node,20231170155,22,22,405000,18409.090909090908,33,33,0,0,0,0,0
nodejs_node_20233596004,nodejs_node,20233596004,10,10,20053271,2005327.1,197,183,0,14,0,0,0
nodejs_node_20248791910,nodejs_node,20248791910,22,22,406307,18468.5,31,31,0,0,0,0,0
nodejs_node_20248814944,nodejs_node,20248814944,2,2,11544367,5772183.5,110,102,0,8,0,0,0
nodejs_node_20252055729,nodejs_node,20252055729,6,6,31028724,5171454.0,789,786,0,3,0,0,0
nodejs_node_20252406211,nodejs_node,20252406211,2,2,14493068,7246534.0,255,252,0,3,0,0,0
nodejs_node_20253149361,nodejs_node,20253149361,22,22,413408,18791.272727272728,34,34,0,0,0,0,0
nodejs_node_20253519023,nodejs_node,20253519023,22,22,406491,18476.863636363636,19,19,0,0,0,0,0
nodejs_node_20253738672,nodejs_node,20253738672,22,22,476490,21658.636363636364,41,41,0,0,0,0,0
nodejs_node_20254367144,nodejs_node,20254367144,22,22,412501,18750.045454545456,34,34,0,0,0,0,0
nodejs_node_20255015597,nodejs_node,20255015597,22,22,413676,18803.454545454544,27,27,0,0,0,0,0
nodejs_node_20255473263,nodejs_node,20255473263,22,22,412363,18743.772727272728,26,26,0,0,0,0,0
nodejs_node_20272031927,nodejs_node,20272031927,22,22,404436,18383.454545454544,54,54,0,0,0,0,0
nodejs_node_20272031967,nodejs_node,20272031967,15,15,20058649,1337243.2666666666,185,169,0,16,0,0,0
nodejs_node_20287168374,nodejs_node,20287168374,4,4,615389,153847.25,46,46,0,0,0,0,0
nodejs_node_20291711165,nodejs_node,20291711165,2,2,27788,13894.0,0,0,0,0,0,0,0
nodejs_node_20291711185,nodejs_node,20291711185,22,22,412855,18766.136363636364,34,34,0,0,0,0,0
nodejs_node_20295721967,nodejs_node,20295721967,10,10,30957476,3095747.6,350,330,0,20,0,0,0
nodejs_node_20295721968,nodejs_node,20295721968,2,2,12237595,6118797.5,93,85,0,8,0,0,0
nodejs_node_20295721975,nodejs_node,20295721975,4,4,57427631,14356907.75,1310,1294,0,16,0,0,0
nodejs_node_20295721977,nodejs_node,20295721977,4,4,18673304,4668326.0,383,378,0,5,0,0,0
nodejs_node_20301790909,nodejs_node,20301790909,2,2,25802,12901.0,1,1,0,0,0,0,0
nodejs_node_20302873840,nodejs_node,20302873840,22,22,405069,18412.227272727272,31,31,0,0,0,0,0
nodejs_node_20302873848,nodejs_node,20302873848,2,2,25924,12962.0,1,1,0,0,0,0,0
nodejs_node_20302873851,nodejs_node,20302873851,2,2,11544119,5772059.5,92,84,0,8,0,0,0
nodejs_node_20302873897,nodejs_node,20302873897,15,15,20058181,1337212.0666666667,190,174,0,16,0,0,0
nodejs_node_20304489405,nodejs_node,20304489405,22,22,406195,18463.409090909092,47,47,0,0,0,0,0
nodejs_node_20305961980,nodejs_node,20305961980,10,10,26687956,2668795.6,246,226,0,20,0,0,0
nodejs_node_20305962004,nodejs_node,20305962004,4,4,30863220,7715805.0,689,679,0,10,0,0,0
nodejs_node_20305962037,nodejs_node,20305962037,22,22,412241,18738.227272727272,35,35,0,0,0,0,0
nodejs_node_20306667214,nodejs_node,20306667214,4,4,30850526,7712631.5,657,647,0,10,0,0,0
nodejs_node_20306667272,nodejs_node,20306667272,2,2,10578506,5289253.0,94,87,0,7,0,0,0
nodejs_node_20308888353,nodejs_node,20308888353,10,10,26694477,2669447.7,236,216,0,20,0,0,0
nodejs_node_20308888356,nodejs_node,20308888356,2,2,10578044,5289022.0,82,75,0,7,0,0,0
nodejs_node_20308888402,nodejs_node,20308888402,4,4,30850590,7712647.5,562,552,0,10,0,0,0
nodejs_node_20308888419,nodejs_node,20308888419,4,4,16465086,4116271.5,295,290,0,5,0,0,0
nodejs_node_20309067210,nodejs_node,20309067210,2,2,26499,13249.5,0,0,0,0,0,0,0
nodejs_node_20313711815,nodejs_node,20313711815,22,22,405028,18410.363636363636,27,27,0,0,0,0,0
nodejs_node_20313711844,nodejs_node,20313711844,2,2,26096,13048.0,1,1,0,0,0,0,0
nodejs_node_20314273473,nodejs_node,20314273473,22,22,406320,18469.090909090908,25,25,0,0,0,0,0
nodejs_node_20314273542,nodejs_node,20314273542,10,10,26685917,2668591.7,257,237,0,20,0,0,0
pytorch_pytorch_20127284724,pytorch_pytorch,20127284724,115,115,396096578,3444318.0695652175,471655,11870,0,459777,8,0,0
pytorch_pytorch_20127307579,pytorch_pytorch,20127307579,227,227,252853667,1113892.806167401,16128,15452,0,660,16,0,0
pytorch_pytorch_20127363292,pytorch_pytorch,20127363292,12,12,22451194,1870932.8333333333,949,937,0,12,0,0,0
pytorch_pytorch_20127373261,pytorch_pytorch,20127373261,87,87,262359620,3015627.8160919542,34446,33762,0,373,311,0,0
pytorch_pytorch_20127392512,pytorch_pytorch,20127392512,8,8,14956014,1869501.75,762,744,0,18,0,0,0
pytorch_pytorch_20127494302,pytorch_pytorch,20127494302,20,20,31403024,1570151.2,855,801,0,54,0,0,0
pytorch_pytorch_20127508202,pytorch_pytorch,20127508202,2,2,3485369,1742684.5,200,193,1,6,0,0,0
pytorch_pytorch_20127510067,pytorch_pytorch,20127510067,98,98,183283932,1870244.2040816327,9605,9316,3,282,4,0,0
pytorch_pytorch_20127510447,pytorch_pytorch,20127510447,117,117,316914372,2708669.846153846,314373,10477,2,303894,0,0,0
pytorch_pytorch_20127533559,pytorch_pytorch,20127533559,20,20,20394748,1019737.4,769,715,0,54,0,0,0
pytorch_pytorch_20127533841,pytorch_pytorch,20127533841,34,34,264503320,7779509.411764706,8131,8094,2,35,0,0,0
pytorch_pytorch_20127534818,pytorch_pytorch,20127534818,102,102,102536443,1005259.2450980392,5745,5446,1,294,4,0,0
pytorch_pytorch_20127541923,pytorch_pytorch,20127541923,8,8,4592731,574091.375,351,331,2,18,0,0,0
pytorch_pytorch_20127654514,pytorch_pytorch,20127654514,8,8,27246046,3405755.75,957,951,0,6,0,0,0
pytorch_pytorch_20127658946,pytorch_pytorch,20127658946,2,2,28574,14287.0,1,1,0,0,0,0,0
pytorch_pytorch_20127672316,pytorch_pytorch,20127672316,102,102,102558921,1005479.6176470588,6204,5905,1,294,4,0,0
pytorch_pytorch_20127672658,pytorch_pytorch,20127672658,117,117,231319033,1977085.7521367522,365354,8216,0,357138,0,0,0
pytorch_pytorch_20127680720,pytorch_pytorch,20127680720,102,102,102385952,1003783.8431372549,6308,6009,1,294,4,0,0
pytorch_pytorch_20127708133,pytorch_pytorch,20127708133,15,15,54756157,3650410.466666667,1256,1231,0,25,0,0,0
pytorch_pytorch_20127784348,pytorch_pytorch,20127784348,28,28,13841680,494345.71428571426,1114,1030,0,84,0,0,0
pytorch_pytorch_20127784407,pytorch_pytorch,20127784407,30,30,8585115,286170.5,759,705,0,54,0,0,0
pytorch_pytorch_20127830548,pytorch_pytorch,20127830548,20,20,58805538,2940276.9,1332,1292,0,36,4,0,0
pytorch_pytorch_20128279359,pytorch_pytorch,20128279359,2,2,3485230,1742615.0,199,192,1,6,0,0,0
pytorch_pytorch_20128279370,pytorch_pytorch,20128279370,12,12,24486369,2040530.75,1067,1043,0,24,0,0,0
pytorch_pytorch_20128279407,pytorch_pytorch,20128279407,20,20,61181816,3059090.8,1569,1514,0,55,0,0,0
pytorch_pytorch_20128279428,pytorch_pytorch,20128279428,4,4,22902087,5725521.75,335,321,2,12,0,0,0
pytorch_pytorch_20128279642,pytorch_pytorch,20128279642,98,98,191892986,1958091.693877551,9875,9586,3,282,4,0,0
pytorch_pytorch_20128375382,pytorch_pytorch,20128375382,141,141,198896395,1410612.7304964538,9005,8551,0,454,0,0,0
pytorch_pytorch_20128513892,pytorch_pytorch,20128513892,98,98,191618647,1955292.3163265307,9683,9394,3,282,4,0,0
pytorch_pytorch_20128647392,pytorch_pytorch,20128647392,97,97,306099568,3155665.649484536,503951,7686,0,496257,8,0,0
pytorch_pytorch_20128648852,pytorch_pytorch,20128648852,2,2,1477453,738726.5,109,103,0,6,0,0,0
pytorch_pytorch_20128670127,pytorch_pytorch,20128670127,2,2,28564,14282.0,4,4,0,0,0,0,0
pytorch_pytorch_20128671317,pytorch_pytorch,20128671317,30,30,8543104,284770.13333333336,652,598,0,54,0,0,0
pytorch_pytorch_20128704409,pytorch_pytorch,20128704409,30,30,8801733,293391.1,687,633,0,54,0,0,0
pytorch_pytorch_20128766490,pytorch_pytorch,20128766490,2,2,3484546,1742273.0,193,186,1,6,0,0,0
pytorch_pytorch_20128769834,pytorch_pytorch,20128769834,20,20,39969210,1998460.5,1217,1163,0,54,0,0,0
pytorch_pytorch_20128769912,pytorch_pytorch,20128769912,116,116,293985655,2534359.0948275863,405198,10709,2,394479,8,0,0
pytorch_pytorch_20128770276,pytorch_pytorch,20128770276,98,98,191705700,1956180.612244898,9744,9455,3,282,4,0,0
pytorch_pytorch_20128781891,pytorch_pytorch,20128781891,4,4,22906102,5726525.5,346,332,2,12,0,0,0
pytorch_pytorch_20128783181,pytorch_pytorch,20128783181,2,2,3485843,1742921.5,171,164,1,6,0,0,0
pytorch_pytorch_20128870902,pytorch_pytorch,20128870902,4,4,22891974,5722993.5,390,376,2,12,0,0,0
pytorch_pytorch_20128870903,pytorch_pytorch,20128870903,20,20,60867723,3043386.15,1618,1563,0,55,0,0,0
pytorch_pytorch_20128870930,pytorch_pytorch,20128870930,12,12,24487157,2040596.4166666667,1014,990,0,24,0,0,0
pytorch_pytorch_20128870937,pytorch_pytorch,20128870937,2,2,3483971,1741985.5,174,167,1,6,0,0,0
pytorch_pytorch_20128871070,pytorch_pytorch,20128871070,98,98,191779314,1956931.775510204,9567,9278,3,282,4,0,0
pytorch_pytorch_20128998099,pytorch_pytorch,20128998099,2,2,3495155,1747577.5,191,184,1,6,0,0,0
pytorch_pytorch_20128999850,pytorch_pytorch,20128999850,22,22,32616970,1482589.5454545454,1005,937,2,66,0,0,0
pytorch_pytorch_20129107310,pytorch_pytorch,20129107310,12,12,24681780,2056815.0,1149,1125,0,24,0,0,0
pytorch_pytorch_20129107343,pytorch_pytorch,20129107343,20,20,60991026,3049551.3,1689,1634,0,55,0,0,0
pytorch_pytorch_20129107346,pytorch_pytorch,20129107346,39,39,172296421,4417856.948717949,3840,3698,2,140,0,0,0
pytorch_pytorch_20129107347,pytorch_pytorch,20129107347,139,139,425259740,3059422.5899280575,13000,12544,0,456,0,0,0
pytorch_pytorch_20129107453,pytorch_pytorch,20129107453,102,102,207183665,2031212.4019607843,10659,10360,1,294,4,0,0
pytorch_pytorch_20129110618,pytorch_pytorch,20129110618,102,102,206978941,2029205.3039215687,10431,10132,1,294,4,0,0
pytorch_pytorch_20129111302,pytorch_pytorch,20129111302,20,20,39952924,1997646.2,1282,1228,0,54,0,0,0
pytorch_pytorch_20129377246,pytorch_pytorch,20129377246,8,8,13413945,1676743.125,724,704,2,18,0,0,0
pytorch_pytorch_20130140552,pytorch_pytorch,20130140552,30,30,8582016,286067.2,642,588,0,54,0,0,0
pytorch_pytorch_20130143958,pytorch_pytorch,20130143958,118,118,342567869,2903117.533898305,526654,11220,0,515426,8,0,0
pytorch_pytorch_20130144065,pytorch_pytorch,20130144065,30,30,8823810,294127.0,723,669,0,54,0,0,0
pytorch_pytorch_20130348229,pytorch_pytorch,20130348229,102,102,102462087,1004530.2647058824,6262,5963,1,294,4,0,0
pytorch_pytorch_20130373782,pytorch_pytorch,20130373782,89,89,226778725,2548075.561797753,219313,6155,0,213158,0,0,0
pytorch_pytorch_20130537060,pytorch_pytorch,20130537060,20,20,35953611,1797680.55,823,773,0,50,0,0,0
pytorch_pytorch_20130537095,pytorch_pytorch,20130537095,102,102,102458939,1004499.4019607843,6318,6019,1,294,4,0,0
pytorch_pytorch_20130537203,pytorch_pytorch,20130537203,12,12,9663674,805306.1666666666,423,399,0,24,0,0,0
pytorch_pytorch_20130557960,pytorch_pytorch,20130557960,8,8,13391904,1673988.0,727,707,2,18,0,0,0
pytorch_pytorch_20130620061,pytorch_pytorch,20130620061,12,12,35190199,2932516.5833333335,1273,1255,0,18,0,0,0
pytorch_pytorch_20130993211,pytorch_pytorch,20130993211,4,4,3947453,986863.25,222,216,0,6,0,0,0
pytorch_pytorch_20130994594,pytorch_pytorch,20130994594,4,4,3549651,887412.75,204,198,0,6,0,0,0
pytorch_pytorch_20130999727,pytorch_pytorch,20130999727,4,4,3550252,887563.0,251,245,0,6,0,0,0
pytorch_pytorch_20131000099,pytorch_pytorch,20131000099,4,4,3946253,986563.25,217,211,0,6,0,0,0
pytorch_pytorch_20131584731,pytorch_pytorch,20131584731,20,20,36699368,1834968.4,1283,1229,0,54,0,0,0
pytorch_pytorch_20131829965,pytorch_pytorch,20131829965,8,8,13425651,1678206.375,760,740,2,18,0,0,0
pytorch_pytorch_20131886556,pytorch_pytorch,20131886556,30,30,8995731,299857.7,645,591,0,54,0,0,0
pytorch_pytorch_20131889097,pytorch_pytorch,20131889097,20,20,36766024,1838301.2,1325,1271,0,54,0,0,0
pytorch_pytorch_20132011767,pytorch_pytorch,20132011767,12,12,4385948,365495.6666666667,336,312,0,24,0,0,0
pytorch_pytorch_20132012263,pytorch_pytorch,20132012263,20,20,14528064,726403.2,714,666,0,48,0,0,0
pytorch_pytorch_20132241300,pytorch_pytorch,20132241300,20,20,47090697,2354534.85,1525,1471,0,54,0,0,0
pytorch_pytorch_20132241658,pytorch_pytorch,20132241658,8,8,13404317,1675539.625,641,621,2,18,0,0,0
pytorch_pytorch_20132347587,pytorch_pytorch,20132347587,141,141,269961809,1914622.7588652482,12949,12536,0,413,0,0,0
pytorch_pytorch_20132350984,pytorch_pytorch,20132350984,20,20,36753098,1837654.9,1305,1251,0,54,0,0,0
pytorch_pytorch_20132812105,pytorch_pytorch,20132812105,2,2,831434,415717.0,66,60,0,6,0,0,0
pytorch_pytorch_20132812708,pytorch_pytorch,20132812708,28,28,38012647,1357594.5357142857,1700,1622,0,78,0,0,0
pytorch_pytorch_20133191860,pytorch_pytorch,20133191860,8,8,20365,2545.625,0,0,0,0,0,0,0
pytorch_pytorch_20133375052,pytorch_pytorch,20133375052,102,102,102651143,1006383.7549019608,6412,6113,1,294,4,0,0
pytorch_pytorch_20133649827,pytorch_pytorch,20133649827,20,20,12578018,628900.9,796,748,0,48,0,0,0
pytorch_pytorch_20134963316,pytorch_pytorch,20134963316,4,4,10058050,2514512.5,430,424,0,6,0,0,0
pytorch_pytorch_20135023285,pytorch_pytorch,20135023285,30,30,8699664,289988.8,673,619,0,54,0,0,0
pytorch_pytorch_20135753928,pytorch_pytorch,20135753928,8,8,20286,2535.75,1,1,0,0,0,0,0
pytorch_pytorch_20318549075,pytorch_pytorch,20318549075,30,30,8779399,292646.63333333336,763,709,0,54,0,0,0
pytorch_pytorch_20318583805,pytorch_pytorch,20318583805,2,2,28483,14241.5,1,1,0,0,0,0,0
pytorch_pytorch_20318585567,pytorch_pytorch,20318585567,209,209,111407889,533052.1004784689,6712,6406,2,300,4,0,0
pytorch_pytorch_20318590732,pytorch_pytorch,20318590732,30,30,8795952,293198.4,751,697,0,54,0,0,0
pytorch_pytorch_20318742966,pytorch_pytorch,20318742966,2,2,28419,14209.5,3,3,0,0,0,0,0
pytorch_pytorch_20318806644,pytorch_pytorch,20318806644,653,653,406064617,621844.7427258806,15233,14673,0,560,0,0,0
pytorch_pytorch_20318806759,pytorch_pytorch,20318806759,32,32,9895225,309225.78125,843,783,0,60,0,0,0
pytorch_pytorch_20318897356,pytorch_pytorch,20318897356,143,143,157320607,1100144.104895105,9417,9010,0,407,0,0,0
