run_dir,repo,run_id,score,anomaly
apache_spark_20041192690,apache_spark,20041192690,0.2327716920151064,False
apache_spark_20049029380,apache_spark,20049029380,0.23394996254103217,False
apache_spark_20055056514,apache_spark,20055056514,0.15588389636012956,False
apache_spark_20055335374,apache_spark,20055335374,0.2342575482874515,False
apache_spark_20058334134,apache_spark,20058334134,0.2343026283686715,False
apache_spark_20062891351,apache_spark,20062891351,0.1887484004796393,False
apache_spark_20068214856,apache_spark,20068214856,0.2301277626760755,False
apache_spark_20071988110,apache_spark,20071988110,0.235785099433032,False
apache_spark_20080929438,apache_spark,20080929438,0.18955891418427523,False
apache_spark_20083193450,apache_spark,20083193450,0.2282517641342549,False
apache_spark_20086347134,apache_spark,20086347134,-0.029519587461174,True
apache_spark_20090394765,apache_spark,20090394765,0.15718655205400217,False
apache_spark_20091813634,apache_spark,20091813634,0.23623655900556695,False
apache_spark_20098039699,apache_spark,20098039699,0.19031960271776938,False
apache_spark_20103265064,apache_spark,20103265064,0.22994651466669408,False
apache_spark_20103329863,apache_spark,20103329863,0.22976006619327932,False
apache_spark_20110083091,apache_spark,20110083091,0.23690251222595132,False
apache_spark_20110097373,apache_spark,20110097373,0.19099123064379137,False
apache_spark_20110132106,apache_spark,20110132106,0.236832363998342,False
apache_spark_20112812297,apache_spark,20112812297,0.23661878799770025,False
apache_spark_20113663573,apache_spark,20113663573,0.2368143964137811,False
apache_spark_20116592849,apache_spark,20116592849,0.2368742426819539,False
apache_spark_20116717362,apache_spark,20116717362,0.2368040882923273,False
apache_spark_20117164290,apache_spark,20117164290,-0.03741207690080417,True
apache_spark_20117175235,apache_spark,20117175235,0.18575535955784123,False
apache_spark_20117220811,apache_spark,20117220811,-0.03441321608301351,True
apache_spark_20118183489,apache_spark,20118183489,-0.03680737936680889,True
apache_spark_20119716604,apache_spark,20119716604,-0.034980551307924324,True
apache_spark_20121252938,apache_spark,20121252938,-0.011382852267281418,True
apache_spark_20121332602,apache_spark,20121332602,0.23654343151369628,False
apache_spark_20121526246,apache_spark,20121526246,0.23654343151369628,False
apache_spark_20122673142,apache_spark,20122673142,0.23654343151369628,False
apache_spark_20122866595,apache_spark,20122866595,0.23647320501593427,False
apache_spark_20123080621,apache_spark,20123080621,0.23654343151369628,False
apache_spark_20123783481,apache_spark,20123783481,-0.03726543714048758,True
apache_spark_20124721866,apache_spark,20124721866,0.23654343151369628,False
apache_spark_20124988531,apache_spark,20124988531,0.1587072269356578,False
apache_spark_20132512775,apache_spark,20132512775,-0.07302353605378809,True
apache_spark_20135656142,apache_spark,20135656142,0.22289912316371885,False
apache_spark_20201515908,apache_spark,20201515908,-0.020264497664472136,True
apache_spark_20204392337,apache_spark,20204392337,0.1471137628683935,False
apache_spark_20207697671,apache_spark,20207697671,0.16963549937650846,False
apache_spark_20209844348,apache_spark,20209844348,0.2118650204385945,False
apache_spark_20217713631,apache_spark,20217713631,-0.057048700859249624,True
apache_spark_20218844140,apache_spark,20218844140,-0.03641135959331554,True
apache_spark_20218914029,apache_spark,20218914029,-0.032798437841381256,True
apache_spark_20220663986,apache_spark,20220663986,0.21887703042173073,False
apache_spark_20220728147,apache_spark,20220728147,0.21864701803263425,False
apache_spark_20220921261,apache_spark,20220921261,0.21887703042173073,False
apache_spark_20220997373,apache_spark,20220997373,0.2186230283743607,False
apache_spark_20221116674,apache_spark,20221116674,-0.11197501821056521,True
apache_spark_20221973536,apache_spark,20221973536,-0.018951248590314385,True
apache_spark_20223600741,apache_spark,20223600741,0.14069164832144637,False
apache_spark_20224175662,apache_spark,20224175662,0.21928208046881642,False
apache_spark_20224259566,apache_spark,20224259566,0.21804634813042106,False
apache_spark_20226039777,apache_spark,20226039777,0.21905697321469403,False
apache_spark_20226389841,apache_spark,20226389841,0.21905697321469403,False
apache_spark_20233930923,apache_spark,20233930923,0.21996008309748272,False
apache_spark_20236730094,apache_spark,20236730094,0.21962072917252412,False
apache_spark_20237056856,apache_spark,20237056856,0.21160298105461905,False
apache_spark_20237380985,apache_spark,20237380985,0.21962072917252412,False
apache_spark_20245850196,apache_spark,20245850196,-0.09039771479058722,True
apache_spark_20253244648,apache_spark,20253244648,0.2145160877534935,False
apache_spark_20253411504,apache_spark,20253411504,0.2144065323839323,False
apache_spark_20253668368,apache_spark,20253668368,0.21452299231604627,False
apache_spark_20259592096,apache_spark,20259592096,0.13394238481906584,False
apache_spark_20267354489,apache_spark,20267354489,0.163711333913027,False
apache_spark_20272644964,apache_spark,20272644964,0.20867108390966355,False
apache_spark_20293464325,apache_spark,20293464325,-0.04497667205326139,True
apache_spark_20294689495,apache_spark,20294689495,0.13109975758146974,False
apache_spark_20295433436,apache_spark,20295433436,0.16754557140187176,False
apache_spark_20295478975,apache_spark,20295478975,0.21395601666672953,False
apache_spark_20300756800,apache_spark,20300756800,0.21324174091107595,False
apache_spark_20301081110,apache_spark,20301081110,0.15860875215165565,False
apache_spark_20301952777,apache_spark,20301952777,0.15860875215165565,False
apache_spark_20302209410,apache_spark,20302209410,-0.11554716114381292,True
apache_spark_20303467350,apache_spark,20303467350,-0.0349215626802728,True
apache_spark_20305538109,apache_spark,20305538109,-0.07782529685823569,True
apache_spark_20305947596,apache_spark,20305947596,0.21375764889087756,False
apache_spark_20306012284,apache_spark,20306012284,0.21375764889087756,False
apache_spark_20307314721,apache_spark,20307314721,-0.08555130712647252,True
apache_spark_20307402971,apache_spark,20307402971,0.20831996460097857,False
apache_spark_20307622082,apache_spark,20307622082,-0.058457949441826584,True
